ID	pwm_atg	pwm_ctg	pwm_gtg	pwm_ttg
ENSP00000415822		1	1	1	1
ENSP00000292035		1	0	0	0
ENSP00000322991		0	0	0	1
ENSP00000469468		1	0	0	0
ENSP00000324740		1	0	1	0
ENSP00000386722		0	0	1	0
ENSP00000340688		1	1	1	1
ENSP00000326531		0	0	0	1
ENSP00000258091		1	1	0	0
ENSP00000358060		1	1	1	1
ENSP00000321703		1	1	1	1
ENSP00000362063		0	1	0	0
ENSP00000348828		0	1	1	0
ENSP00000238081		0	0	0	0
ENSP00000418648		1	1	1	1
ENSP00000260985		0	1	0	0
ENSP00000330433		0	1	0	0
ENSP00000341565		1	0	1	1
ENSP00000369757		1	0	0	1
ENSP00000427562		1	1	1	1
ENSP00000373363		0	0	1	0
ENSP00000340737		0	1	0	0
ENSP00000289119		0	1	0	0
ENSP00000358413		0	1	0	0
ENSP00000304370		0	1	0	1
ENSP00000237858		0	1	0	0
ENSP00000379704		0	0	0	1
ENSP00000261537		1	1	1	1
ENSP00000367934		0	0	0	0
ENSP00000373918		1	0	0	1
ENSP00000358309		1	1	1	1
ENSP00000282486		1	1	0	1
ENSP00000397435		0	0	0	0
ENSP00000385025		0	1	1	1
ENSP00000335029		0	1	0	0
ENSP00000266735		0	0	0	0
ENSP00000335677		1	1	1	1
ENSP00000005286		0	0	0	0
ENSP00000363641		0	0	0	1
ENSP00000367454		0	0	1	1
ENSP00000261735		0	1	0	0
ENSP00000254322		1	0	0	0
ENSP00000348775		0	1	1	0
ENSP00000352920		0	0	1	1
ENSP00000420927		0	0	1	0
ENSP00000264036		0	0	1	1
ENSP00000007390		0	0	0	0
ENSP00000344401		1	1	1	1
ENSP00000363001		0	0	0	0
ENSP00000339613		1	0	0	0
ENSP00000301457		0	0	0	0
ENSP00000265069		0	0	0	1
ENSP00000347999		0	1	0	0
ENSP00000262948		0	0	0	0
ENSP00000253003		0	0	0	0
ENSP00000264498		1	1	0	0
ENSP00000279146		0	0	0	0
ENSP00000362268		0	0	0	0
ENSP00000375892		0	1	1	0
ENSP00000267807		1	1	0	0
ENSP00000258960		1	0	1	1
ENSP00000433511		0	0	0	0
ENSP00000366800		1	1	0	0
ENSP00000261244		0	1	0	0
ENSP00000319412		0	0	1	0
ENSP00000354812		1	0	0	0
ENSP00000307833		1	1	1	1
ENSP00000263277		0	0	0	0
ENSP00000355778		1	0	0	1
ENSP00000358417		0	0	0	0
ENSP00000371341		0	0	0	0
ENSP00000353007		0	1	1	0
ENSP00000321584		1	0	0	0
ENSP00000340749		0	0	0	0
ENSP00000348216		0	0	1	1
ENSP00000436042		0	1	0	0
ENSP00000261590		1	1	1	0
ENSP00000439056		0	1	0	1
ENSP00000354677		0	1	0	0
ENSP00000328405		0	0	1	0
ENSP00000265978		0	0	0	1
ENSP00000006526		1	0	0	0
ENSP00000445829		0	1	1	1
ENSP00000311449		0	1	0	0
ENSP00000219313		0	0	0	0
ENSP00000345292		0	0	0	1
ENSP00000290949		1	0	0	1
ENSP00000338788		0	0	0	0
ENSP00000363348		0	0	0	0
ENSP00000418348		1	1	1	1
ENSP00000352516		0	0	0	0
ENSP00000362936		0	0	1	1
ENSP00000306866		0	0	0	1
ENSP00000342924		1	1	1	0
ENSP00000348831		0	0	1	1
ENSP00000361207		1	0	1	0
ENSP00000370912		1	0	0	0
ENSP00000221957		0	1	0	0
ENSP00000356848		0	0	0	1
ENSP00000005558		0	0	0	0
ENSP00000344352		0	1	1	0
ENSP00000325863		0	1	0	0
ENSP00000339030		1	0	1	1
ENSP00000380840		1	0	0	1
ENSP00000379090		0	0	0	0
ENSP00000328083		1	1	1	0
ENSP00000290349		0	0	0	1
ENSP00000252934		1	1	1	0
ENSP00000322469		0	1	0	1
ENSP00000354558		1	1	1	1
ENSP00000262903		0	1	1	0
ENSP00000355572		0	0	0	0
ENSP00000302790		1	0	0	0
ENSP00000335076		0	1	0	1
ENSP00000369424		0	0	0	0
ENSP00000256637		1	1	1	1
ENSP00000384222		1	0	0	1
ENSP00000314030		1	0	1	0
ENSP00000264255		0	0	1	1
ENSP00000243918		0	0	0	0
ENSP00000221494		1	0	0	0
ENSP00000265164		0	0	0	0
ENSP00000225964		1	0	1	0
ENSP00000367893		0	1	0	0
ENSP00000222330		0	1	0	1
ENSP00000399982		0	0	0	0
ENSP00000256031		1	0	1	1
ENSP00000261778		1	1	0	0
ENSP00000360682		1	0	0	0
ENSP00000377372		0	0	0	1
ENSP00000264447		1	0	0	1
ENSP00000265165		0	0	1	1
ENSP00000383986		0	0	0	1
ENSP00000264694		1	1	0	0
ENSP00000274813		0	1	1	1
ENSP00000406144		1	0	0	0
ENSP00000368173		1	1	0	0
ENSP00000216802		0	0	1	0
ENSP00000347719		1	1	1	1
ENSP00000225927		1	0	0	0
ENSP00000363322		0	0	0	0
ENSP00000357836		0	1	1	1
ENSP00000439856		1	0	1	0
ENSP00000278520		0	0	1	0
ENSP00000360613		0	0	0	0
ENSP00000220429		0	1	0	0
ENSP00000371230		0	1	1	0
ENSP00000266529		0	1	1	1
ENSP00000319179		0	0	0	0
ENSP00000216106		1	0	1	1
ENSP00000361057		1	1	1	1
ENSP00000387261		0	1	1	0
ENSP00000369257		0	0	0	0
ENSP00000315791		1	0	1	0
ENSP00000293288		0	0	0	0
ENSP00000278353		0	1	1	1
ENSP00000256078		0	0	0	0
ENSP00000158771		1	1	1	1
ENSP00000365730		0	0	0	0
ENSP00000261366		0	1	0	0
ENSP00000269095		0	0	1	1
ENSP00000273037		0	0	1	0
ENSP00000417980		1	1	0	0
ENSP00000370115		1	1	0	0
ENSP00000381932		1	0	0	1
ENSP00000377527		0	0	0	0
ENSP00000349923		0	1	0	0
ENSP00000265131		1	0	1	0
ENSP00000277165		1	0	1	0
ENSP00000296129		1	1	1	0
ENSP00000363115		1	0	0	0
ENSP00000457230		0	0	0	0
ENSP00000262848		1	1	0	1
ENSP00000267978		0	0	0	0
ENSP00000330389		1	0	0	0
ENSP00000352929		0	0	0	1
ENSP00000325827		1	0	0	1
ENSP00000260983		0	1	1	1
ENSP00000354441		0	0	1	1
ENSP00000386181		0	1	1	1
ENSP00000370377		1	1	0	0
ENSP00000257724		0	1	1	1
ENSP00000355877		1	0	0	1
ENSP00000255631		0	0	1	0
ENSP00000365200		1	0	0	0
ENSP00000367817		0	0	1	0
ENSP00000334394		0	0	1	0
ENSP00000364035		1	1	0	0
ENSP00000301072		1	1	0	0
ENSP00000355541		1	0	0	1
ENSP00000296388		0	0	0	0
ENSP00000433378		0	1	0	1
ENSP00000354923		0	1	1	0
ENSP00000299957		1	1	0	0
ENSP00000263549		0	0	0	0
ENSP00000265471		0	0	0	0
ENSP00000369456		1	0	0	0
ENSP00000377262		1	0	1	1
ENSP00000332613		0	0	1	0
ENSP00000342830		0	1	0	0
ENSP00000438863		0	0	0	0
ENSP00000340896		1	1	0	1
ENSP00000367208		0	0	0	0
ENSP00000264409		1	1	1	1
ENSP00000229854		0	0	1	0
ENSP00000333934		1	0	0	0
ENSP00000244519		0	1	0	0
ENSP00000405424		0	0	0	0
ENSP00000311399		1	0	1	0
ENSP00000254508		1	0	1	0
ENSP00000323696		1	1	1	1
ENSP00000320688		0	0	0	0
ENSP00000009180		0	0	0	0
ENSP00000369141		0	0	0	1
ENSP00000450909		0	0	0	0
ENSP00000295962		0	0	1	0
ENSP00000434359		1	0	0	0
ENSP00000263710		1	1	0	1
ENSP00000379430		0	0	0	0
ENSP00000385616		0	0	0	1
ENSP00000216181		1	0	0	0
ENSP00000266604		0	1	1	1
ENSP00000419879		1	1	1	1
ENSP00000272424		0	0	0	0
ENSP00000371983		0	0	0	0
ENSP00000262731		1	0	0	1
ENSP00000283628		1	0	0	0
ENSP00000358532		1	1	1	0
ENSP00000294064		1	1	1	1
ENSP00000275988		0	0	0	0
ENSP00000274008		1	1	1	1
ENSP00000449535		1	1	1	1
ENSP00000346196		1	0	0	0
ENSP00000358888		1	0	1	1
ENSP00000280800		0	0	1	0
ENSP00000337641		1	0	1	1
ENSP00000241436		1	0	1	1
ENSP00000376258		0	0	1	0
ENSP00000359423		0	0	0	1
ENSP00000215375		0	0	0	0
ENSP00000367835		0	1	0	1
ENSP00000233025		0	0	0	0
ENSP00000419449		0	1	0	0
ENSP00000350418		0	0	0	0
ENSP00000452959		0	1	0	0
ENSP00000394869		0	0	0	0
ENSP00000421592		0	1	0	0
ENSP00000378624		1	0	0	1
ENSP00000421566		0	0	1	0
ENSP00000406327		0	0	1	0
ENSP00000419370		1	1	0	0
ENSP00000288422		0	1	1	1
ENSP00000341344		0	1	0	0
ENSP00000358211		1	1	1	1
ENSP00000281821		1	1	1	0
ENSP00000270625		0	0	0	0
ENSP00000261396		0	0	1	1
ENSP00000318480		1	0	0	0
ENSP00000451211		0	0	0	0
ENSP00000334474		1	1	1	1
ENSP00000363041		1	0	0	0
ENSP00000290208		0	0	0	0
ENSP00000353098		1	1	1	1
ENSP00000304670		0	0	1	0
ENSP00000355388		0	0	1	1
ENSP00000313059		1	1	1	1
ENSP00000226760		0	0	0	0
ENSP00000373979		1	0	1	0
ENSP00000362387		1	1	0	1
ENSP00000380157		1	0	0	0
ENSP00000160373		0	0	0	0
ENSP00000355001		0	1	0	0
ENSP00000411397		1	1	0	0
ENSP00000297044		1	1	0	1
ENSP00000322450		0	0	0	0
ENSP00000332646		1	0	0	0
ENSP00000083182		1	1	1	1
ENSP00000331310		0	0	1	0
ENSP00000355890		1	0	0	0
ENSP00000285116		1	0	0	0
ENSP00000361433		0	0	0	0
ENSP00000358814		1	0	0	1
ENSP00000339299		1	1	1	1
ENSP00000353582		0	1	1	1
ENSP00000297954		0	0	0	1
ENSP00000381607		0	0	1	0
ENSP00000366179		0	0	1	0
ENSP00000262384		1	0	1	1
ENSP00000308741		0	1	1	1
ENSP00000319829		1	0	1	0
ENSP00000304283		0	1	0	0
ENSP00000216277		1	1	1	1
ENSP00000354883		0	0	1	0
ENSP00000264042		0	0	0	0
ENSP00000351346		1	1	1	1
ENSP00000400142		0	0	1	0
ENSP00000366748		0	0	0	0
ENSP00000270061		1	1	0	0
ENSP00000377446		0	0	0	1
ENSP00000265433		0	0	1	0
ENSP00000350386		1	0	1	1
ENSP00000299421		0	0	0	0
ENSP00000378588		0	0	0	0
ENSP00000309515		0	0	0	0
ENSP00000365318		0	0	0	0
ENSP00000368752		1	1	0	1
ENSP00000343435		1	0	0	0
ENSP00000309175		1	1	1	1
ENSP00000231238		0	1	0	1
ENSP00000253925		1	0	1	1
ENSP00000307214		0	1	0	1
ENSP00000238823		0	0	1	0
ENSP00000231487		1	1	1	0
ENSP00000411096		1	1	1	1
ENSP00000356953		0	1	1	1
ENSP00000314343		1	1	0	0
ENSP00000378856		1	0	0	1
ENSP00000265564		1	0	1	0
ENSP00000419235		1	0	0	1
ENSP00000335041		0	1	0	0
ENSP00000289952		0	1	1	1
ENSP00000354841		0	0	0	0
ENSP00000252102		0	0	0	0
ENSP00000261893		1	0	0	1
ENSP00000362441		0	1	1	0
ENSP00000199389		1	1	0	0
ENSP00000300289		0	1	1	0
ENSP00000261168		1	1	0	1
ENSP00000362110		0	1	0	0
ENSP00000381840		1	1	0	1
ENSP00000312081		1	0	0	0
ENSP00000260970		0	1	1	1
ENSP00000323339		0	1	0	0
ENSP00000313601		1	1	1	0
ENSP00000300917		1	1	0	1
ENSP00000413964		0	1	0	0
ENSP00000248929		1	0	0	0
ENSP00000315410		0	1	1	1
ENSP00000255448		0	0	0	0
ENSP00000384259		1	0	0	0
ENSP00000252674		0	0	0	0
ENSP00000216832		0	0	0	1
ENSP00000263847		0	0	1	0
ENSP00000265044		1	0	1	1
ENSP00000228872		0	1	1	0
ENSP00000307156		1	0	1	0
ENSP00000378578		1	1	1	1
ENSP00000369820		1	1	1	1
ENSP00000284320		0	1	0	1
ENSP00000373772		1	1	0	1
ENSP00000268138		1	0	1	0
ENSP00000350267		0	1	0	1
ENSP00000217121		0	0	1	0
ENSP00000265245		0	0	0	0
ENSP00000249750		0	1	0	0
ENSP00000264380		1	1	1	1
ENSP00000376215		0	0	0	0
ENSP00000348278		0	1	1	1
ENSP00000328484		0	0	0	0
ENSP00000353655		1	0	1	0
ENSP00000348128		0	0	0	1
ENSP00000323047		1	0	0	0
ENSP00000347444		1	1	0	0
ENSP00000301280		1	0	0	0
ENSP00000300151		0	1	0	0
ENSP00000355731		1	0	1	0
ENSP00000367207		0	1	0	1
ENSP00000290573		1	0	0	1
ENSP00000378050		0	0	0	0
ENSP00000306253		1	1	0	1
ENSP00000317331		1	0	0	0
ENSP00000434724		1	1	1	0
ENSP00000358918		0	0	0	0
ENSP00000427687		1	0	1	0
ENSP00000369055		0	0	1	1
ENSP00000272163		0	0	1	1
ENSP00000288699		0	1	1	1
ENSP00000348668		0	0	1	1
ENSP00000336856		0	1	0	1
ENSP00000349722		0	0	0	0
ENSP00000370150		0	0	0	0
ENSP00000304854		1	1	1	1
ENSP00000248958		0	0	0	0
ENSP00000252115		1	1	1	0
ENSP00000377344		1	1	1	1
ENSP00000380718		1	0	0	1
ENSP00000335416		1	1	0	1
ENSP00000343126		0	0	0	0
ENSP00000286827		0	1	1	1
ENSP00000362643		1	1	1	1
ENSP00000218894		0	0	1	1
ENSP00000382218		1	0	0	0
ENSP00000196371		1	0	1	0
ENSP00000264710		0	1	1	1
ENSP00000370270		1	1	0	1
ENSP00000362578		1	1	0	1
ENSP00000283109		0	0	0	1
ENSP00000344106		1	1	1	1
ENSP00000225873		0	0	0	0
ENSP00000368391		0	0	0	0
ENSP00000216797		0	0	0	0
ENSP00000356057		0	0	1	1
ENSP00000225726		1	0	0	0
ENSP00000420270		1	1	1	1
ENSP00000269195		0	1	1	1
ENSP00000313875		1	0	1	1
ENSP00000417281		1	1	1	1
ENSP00000314508		0	0	1	1
ENSP00000429168		0	1	1	0
ENSP00000222572		1	1	0	0
ENSP00000467556		0	0	0	0
ENSP00000267197		0	0	1	0
ENSP00000283206		1	1	0	1
ENSP00000346667		1	1	1	1
ENSP00000337500		1	1	1	1
ENSP00000379441		1	0	1	1
ENSP00000281129		0	1	0	1
ENSP00000225777		1	0	0	0
ENSP00000302967		0	0	0	0
ENSP00000378426		0	0	0	0
ENSP00000436005		0	1	0	0
ENSP00000387699		0	1	0	1
ENSP00000326967		0	0	0	0
ENSP00000325425		0	0	1	1
ENSP00000225698		0	0	0	0
ENSP00000381666		0	1	1	1
ENSP00000240327		0	0	0	1
ENSP00000339529		1	0	0	0
ENSP00000305071		0	0	0	0
ENSP00000309640		1	0	0	1
ENSP00000357879		0	1	0	0
ENSP00000354671		1	0	1	1
ENSP00000348395		0	0	1	0
ENSP00000392028		0	1	1	0
ENSP00000312999		0	0	0	1
ENSP00000465578		1	1	1	1
ENSP00000373404		0	0	1	0
ENSP00000318804		0	1	1	1
ENSP00000297056		1	1	1	0
ENSP00000367991		1	0	1	0
ENSP00000303992		1	0	1	1
ENSP00000308334		1	0	1	1
ENSP00000452549		0	0	0	0
ENSP00000302501		0	0	0	1
ENSP00000282096		0	1	1	0
ENSP00000263092		0	1	1	1
ENSP00000285298		0	1	0	1
ENSP00000361878		0	0	0	1
ENSP00000395574		1	1	0	1
ENSP00000367727		0	1	0	0
ENSP00000354398		0	0	0	0
ENSP00000340596		0	0	1	1
ENSP00000263967		1	1	1	1
ENSP00000265100		0	0	0	0
ENSP00000371003		0	1	1	1
ENSP00000431040		0	1	1	0
ENSP00000261517		1	1	1	1
ENSP00000278616		1	1	1	0
ENSP00000218104		0	0	0	0
ENSP00000234040		0	1	0	0
ENSP00000377170		0	0	0	0
ENSP00000358159		1	1	1	1
ENSP00000334785		1	0	0	0
ENSP00000263038		0	0	0	0
ENSP00000316809		0	1	1	0
ENSP00000333433		1	1	1	0
ENSP00000352522		0	0	0	0
ENSP00000269305		1	0	0	0
ENSP00000257829		1	1	1	0
ENSP00000271636		1	0	0	1
ENSP00000366988		1	0	1	0
ENSP00000337701		0	0	1	0
ENSP00000286523		0	0	0	0
ENSP00000378782		1	0	1	0
ENSP00000404029		1	0	0	0
ENSP00000386741		1	0	0	1
ENSP00000215941		1	1	0	0
ENSP00000263270		0	0	0	0
ENSP00000296121		1	1	1	1
ENSP00000229270		1	1	1	0
ENSP00000369654		0	0	0	0
ENSP00000365172		0	0	0	0
ENSP00000328720		1	1	1	1
ENSP00000386184		0	0	0	0
ENSP00000350785		1	1	1	1
ENSP00000259457		1	0	0	0
ENSP00000362551		0	0	1	1
ENSP00000222388		0	0	0	0
ENSP00000216124		1	0	0	0
ENSP00000200457		0	0	1	1
ENSP00000316007		1	0	0	1
ENSP00000053867		0	0	0	0
ENSP00000288050		1	1	1	1
ENSP00000358466		0	0	1	1
ENSP00000311825		0	0	1	0
ENSP00000398401		0	0	0	0
ENSP00000368612		1	0	1	0
ENSP00000314396		0	1	0	1
ENSP00000312625		0	1	1	1
ENSP00000427975		1	1	0	1
ENSP00000296137		1	0	1	0
ENSP00000364041		0	0	0	0
ENSP00000347836		1	1	0	1
ENSP00000352288		1	1	0	0
ENSP00000332576		1	1	0	0
ENSP00000381577		1	1	1	1
ENSP00000252137		1	0	1	0
ENSP00000339399		0	0	0	0
ENSP00000458021		0	0	0	0
ENSP00000298630		0	0	0	0
ENSP00000302913		0	0	1	1
ENSP00000405455		1	0	1	0
ENSP00000273308		0	0	0	0
ENSP00000406751		0	1	1	0
ENSP00000260118		1	0	0	0
ENSP00000353422		1	1	0	1
ENSP00000328426		0	1	1	1
ENSP00000400175		0	1	0	0
ENSP00000362576		0	0	1	0
ENSP00000348472		1	0	0	0
ENSP00000260526		0	1	1	1
ENSP00000296557		0	1	0	0
ENSP00000352425		0	0	1	0
ENSP00000356814		1	0	0	0
ENSP00000259371		0	0	0	0
ENSP00000351035		1	0	0	0
ENSP00000221114		0	1	0	1
ENSP00000339122		1	1	0	1
ENSP00000296003		1	0	1	0
ENSP00000369897		1	0	1	0
ENSP00000355325		1	1	1	1
ENSP00000303518		0	1	1	0
ENSP00000266022		0	1	0	0
ENSP00000344779		1	0	0	1
ENSP00000335082		0	1	1	1
ENSP00000294179		1	1	0	1
ENSP00000366604		1	0	0	0
ENSP00000328858		0	1	1	0
ENSP00000359211		1	0	1	1
ENSP00000225296		1	1	0	1
ENSP00000295470		0	0	1	1
ENSP00000456743		1	0	1	1
ENSP00000337353		1	0	1	0
ENSP00000322716		0	1	0	0
ENSP00000331288		0	1	1	1
ENSP00000238616		1	1	1	1
ENSP00000445920		0	0	0	1
ENSP00000300441		1	0	0	0
ENSP00000378166		0	0	0	0
ENSP00000339957		0	1	0	1
ENSP00000427108		1	0	0	1
ENSP00000446100		1	0	1	1
ENSP00000314518		0	0	1	1
ENSP00000243298		0	0	0	0
ENSP00000351207		1	1	0	1
ENSP00000355812		1	1	1	1
ENSP00000248633		0	1	1	1
ENSP00000336702		0	0	0	0
ENSP00000369592		1	1	1	0
ENSP00000243440		0	0	0	0
ENSP00000389427		0	1	0	1
ENSP00000313050		1	0	0	0
ENSP00000419027		0	0	1	1
ENSP00000301678		0	0	1	1
ENSP00000443900		0	0	0	0
ENSP00000377040		0	0	0	1
ENSP00000301463		0	0	1	1
ENSP00000296333		0	0	0	0
ENSP00000470609		0	0	0	0
ENSP00000401435		0	1	1	0
ENSP00000220669		0	0	0	1
ENSP00000391447		0	1	1	1
ENSP00000223336		0	0	1	0
ENSP00000359685		0	0	1	1
ENSP00000387875		0	1	1	0
ENSP00000360184		0	1	1	0
ENSP00000383599		0	1	1	0
ENSP00000252483		0	0	0	0
ENSP00000246533		1	0	0	0
ENSP00000324693		1	0	1	0
ENSP00000272542		0	0	0	1
ENSP00000338358		0	0	1	0
ENSP00000378191		0	0	0	0
ENSP00000216187		1	1	0	0
ENSP00000393557		1	1	1	1
ENSP00000257287		1	0	1	0
ENSP00000367545		1	0	0	0
ENSP00000381282		0	1	0	0
ENSP00000271277		0	0	1	0
ENSP00000243286		0	0	0	0
ENSP00000254190		0	1	1	1
ENSP00000293981		0	0	0	0
ENSP00000320658		0	0	0	0
ENSP00000007264		0	0	0	0
ENSP00000354722		0	1	0	0
ENSP00000346827		0	0	1	0
ENSP00000370258		1	0	0	0
ENSP00000358126		0	0	1	0
ENSP00000356744		0	0	1	0
ENSP00000241052		0	1	0	0
ENSP00000318861		1	1	1	0
ENSP00000327716		0	1	1	1
ENSP00000355961		1	0	0	0
ENSP00000366005		1	0	0	0
ENSP00000256319		0	1	0	1
ENSP00000261789		1	0	0	0
ENSP00000330075		0	1	0	0
ENSP00000326819		0	1	0	0
ENSP00000231509		0	1	0	0
ENSP00000328287		1	0	1	0
ENSP00000324810		1	0	0	0
ENSP00000435926		1	0	0	1
ENSP00000364976		0	0	0	0
ENSP00000378400		0	0	0	0
ENSP00000221554		1	0	0	0
ENSP00000354574		1	0	1	0
ENSP00000384296		0	0	1	0
ENSP00000362948		1	0	0	0
ENSP00000394510		1	0	1	0
ENSP00000312770		0	0	1	0
ENSP00000432412		0	0	0	0
ENSP00000253063		1	0	0	0
ENSP00000344547		0	0	0	0
ENSP00000337839		0	0	1	1
ENSP00000333019		0	0	0	0
ENSP00000222214		1	0	0	0
ENSP00000405600		1	0	1	0
ENSP00000391167		1	1	1	1
ENSP00000387088		0	1	0	1
ENSP00000193322		0	1	1	1
ENSP00000003100		1	0	1	1
ENSP00000323967		1	0	1	0
ENSP00000261211		0	1	1	1
ENSP00000321537		0	0	1	1
ENSP00000373734		1	1	1	1
ENSP00000307235		1	0	0	1
ENSP00000275233		1	0	1	0
ENSP00000385722		0	0	0	0
ENSP00000222345		1	1	0	1
ENSP00000226299		0	1	0	0
ENSP00000359768		0	1	0	1
ENSP00000328103		1	1	0	1
ENSP00000431971		1	1	0	0
ENSP00000340668		1	0	1	0
ENSP00000315768		0	0	1	0
ENSP00000311032		1	0	0	0
ENSP00000264126		0	0	1	0
ENSP00000373808		1	1	1	1
ENSP00000217456		1	1	0	0
ENSP00000388658		1	0	1	1
ENSP00000465432		1	1	0	0
ENSP00000261597		0	1	1	1
ENSP00000334052		0	0	1	0
ENSP00000264595		0	0	0	1
ENSP00000302640		0	0	1	0
ENSP00000269844		0	0	0	0
ENSP00000386226		0	1	0	0
ENSP00000410216		0	0	0	0
ENSP00000302413		0	0	0	0
ENSP00000445905		0	0	0	0
ENSP00000294129		0	0	0	0
ENSP00000297185		0	1	1	0
ENSP00000339007		1	0	1	1
ENSP00000244137		1	1	0	0
ENSP00000304467		1	0	0	1
ENSP00000233099		0	1	1	0
ENSP00000247956		0	0	1	0
ENSP00000223273		0	0	0	0
ENSP00000445162		0	1	0	0
ENSP00000216484		1	1	1	1
ENSP00000358894		1	1	1	1
ENSP00000218147		1	0	1	1
ENSP00000355180		0	1	0	1
ENSP00000303366		1	0	0	0
ENSP00000280704		0	0	1	0
ENSP00000338293		0	0	0	0
ENSP00000286070		0	0	0	0
ENSP00000356348		0	0	0	0
ENSP00000295888		1	1	1	0
ENSP00000427407		0	0	0	0
ENSP00000418447		1	0	1	1
ENSP00000362314		1	1	1	1
ENSP00000328879		0	0	0	1
ENSP00000354313		1	1	1	0
ENSP00000326604		1	0	1	1
ENSP00000364912		1	1	0	1
ENSP00000253792		1	1	1	0
ENSP00000321856		1	0	0	1
ENSP00000346032		0	0	0	0
ENSP00000358765		0	1	1	0
ENSP00000262646		1	1	1	1
ENSP00000438204		0	0	0	0
ENSP00000261965		0	0	0	0
ENSP00000323302		0	0	0	0
ENSP00000217289		0	1	0	0
ENSP00000323678		1	1	1	1
ENSP00000356366		0	1	1	0
ENSP00000352572		1	0	0	0
ENSP00000243662		0	0	1	0
ENSP00000307077		0	0	0	0
ENSP00000358563		1	0	0	1
ENSP00000332258		1	0	1	0
ENSP00000242108		0	1	1	0
ENSP00000269143		0	1	1	0
ENSP00000446714		0	0	0	1
ENSP00000267199		1	1	0	0
ENSP00000399664		1	1	0	0
ENSP00000425809		1	1	0	1
ENSP00000349486		1	0	0	0
ENSP00000244496		1	0	0	0
ENSP00000260956		1	0	0	1
ENSP00000365534		1	0	1	1
ENSP00000353998		1	1	1	0
ENSP00000393583		0	0	0	1
ENSP00000320493		0	0	0	0
ENSP00000369989		1	1	1	1
ENSP00000412178		1	0	1	0
ENSP00000291547		0	1	0	0
ENSP00000356652		1	0	0	0
ENSP00000219700		0	0	0	0
ENSP00000344936		0	0	0	0
ENSP00000263461		0	0	1	0
ENSP00000298556		0	0	0	0
ENSP00000257552		1	0	0	0
ENSP00000217195		0	0	0	0
ENSP00000348704		0	0	1	0
ENSP00000323421		1	1	1	1
ENSP00000354219		0	0	0	0
ENSP00000359035		1	0	1	0
ENSP00000311221		1	1	1	1
ENSP00000397552		0	1	1	0
ENSP00000389813		1	0	0	1
ENSP00000331879		0	0	0	1
ENSP00000263253		1	0	0	1
ENSP00000327487		1	0	0	0
ENSP00000292586		0	0	0	0
ENSP00000323659		0	0	1	1
ENSP00000418661		1	0	0	0
ENSP00000375857		0	0	0	0
ENSP00000054950		1	1	0	1
ENSP00000387426		0	1	0	0
ENSP00000446880		0	1	0	1
ENSP00000343027		0	1	0	0
ENSP00000366050		0	1	0	0
ENSP00000358038		1	1	1	1
ENSP00000225430		0	0	0	0
ENSP00000367637		1	1	1	1
ENSP00000343040		1	0	1	1
ENSP00000371546		1	0	1	0
ENSP00000272638		0	1	0	0
ENSP00000263368		0	0	0	0
ENSP00000384792		1	0	0	0
ENSP00000382342		0	0	1	1
ENSP00000339503		0	1	0	0
ENSP00000432472		0	0	0	0
ENSP00000349393		1	0	1	0
ENSP00000228799		1	1	0	1
ENSP00000374332		1	1	1	1
ENSP00000419038		1	1	1	0
ENSP00000261574		0	1	1	1
ENSP00000263035		1	0	0	1
ENSP00000260270		1	1	0	1
ENSP00000347170		0	1	0	0
ENSP00000331849		0	0	0	0
ENSP00000306003		0	0	0	0
ENSP00000346483		0	0	1	0
ENSP00000434655		0	1	0	0
ENSP00000276201		0	0	0	0
ENSP00000276569		0	0	1	1
ENSP00000335201		1	0	0	1
ENSP00000310785		0	0	0	0
ENSP00000385450		0	0	0	0
ENSP00000392423		1	1	1	1
ENSP00000332455		0	0	1	1
ENSP00000273064		1	1	1	1
ENSP00000371321		1	1	0	1
ENSP00000378286		1	1	1	1
ENSP00000312834		1	0	1	1
ENSP00000281031		0	1	1	1
ENSP00000240851		0	0	0	1
ENSP00000345341		1	0	0	0
ENSP00000361009		1	1	0	1
ENSP00000215793		0	0	1	0
ENSP00000375593		1	0	0	1
ENSP00000352976		1	1	0	0
ENSP00000262144		1	1	1	0
ENSP00000310966		1	0	0	0
ENSP00000299596		0	0	0	1
ENSP00000288986		1	0	0	1
ENSP00000369270		1	0	0	0
ENSP00000345152		0	0	0	0
ENSP00000288135		0	1	1	1
ENSP00000299626		1	1	0	0
ENSP00000455744		0	0	0	1
ENSP00000263969		0	1	1	0
ENSP00000361001		1	1	0	0
ENSP00000381104		1	0	0	1
ENSP00000230461		1	0	1	1
ENSP00000350512		0	0	0	0
ENSP00000266079		1	0	1	0
ENSP00000040877		1	0	1	1
ENSP00000357297		1	0	1	0
ENSP00000291281		1	1	1	0
ENSP00000355809		1	1	1	1
ENSP00000359297		0	0	0	0
ENSP00000308622		1	0	0	0
ENSP00000382423		1	1	1	1
ENSP00000317170		0	1	0	1
ENSP00000347626		1	1	0	1
ENSP00000374562		0	0	0	1
ENSP00000302647		0	1	1	1
ENSP00000273783		1	1	1	1
ENSP00000261733		1	1	1	1
ENSP00000391457		0	0	0	0
ENSP00000366997		1	1	1	1
ENSP00000304544		0	0	0	0
ENSP00000361599		0	0	0	0
ENSP00000256001		0	1	1	1
ENSP00000216254		1	1	0	0
ENSP00000364687		0	1	0	0
ENSP00000464036		1	0	0	0
