ID	init_fold
ENSP00000233627	94.3
ENSP00000403536	103.5
ENSP00000233078	87
ENSP00000467676	88.1
ENSP00000262965	62.2
ENSP00000170168	120
ENSP00000316007	69.4
ENSP00000255608	80.1
ENSP00000221494	86.9
ENSP00000215570	85.3
ENSP00000221566	91.7
ENSP00000304467	80.6
ENSP00000321132	99.8
ENSP00000334853	67
ENSP00000262953	59
ENSP00000078429	99.6
ENSP00000246117	98.2
ENSP00000248420	75.7
ENSP00000307940	60.4
ENSP00000323670	99.5
ENSP00000262948	93.9
ENSP00000262962	38.3
ENSP00000262947	66.5
ENSP00000262960	68.6
ENSP00000221957	82.7
ENSP00000349932	90
ENSP00000252542	92.8
ENSP00000292123	89.8
ENSP00000252543	70.5
ENSP00000353826	110.4
ENSP00000311977	70.6
ENSP00000466639	30.1
ENSP00000389160	68.2
ENSP00000341483	50.4
ENSP00000252674	89.3
ENSP00000245816	99.4
ENSP00000245812	93.5
ENSP00000377969	53.6
ENSP00000381216	107.9
ENSP00000264071	63.1
ENSP00000320493	77.4
ENSP00000252840	79.3
ENSP00000407509	67.5
ENSP00000351137	44.5
ENSP00000221283	40.4
ENSP00000445905	22.3
ENSP00000270538	86.3
ENSP00000385269	64.3
ENSP00000472469	48.5
ENSP00000333547	90.6
ENSP00000325376	52.8
ENSP00000311596	19.5
ENSP00000301480	58.7
ENSP00000253115	54.6
ENSP00000326967	45.8
ENSP00000303915	65.1
ENSP00000380999	59
ENSP00000247970	40.8
ENSP00000377385	34.7
ENSP00000253108	50.5
ENSP00000352516	82
ENSP00000222005	58.1
ENSP00000320917	52.9
ENSP00000404121	36.1
ENSP00000250237	48.3
ENSP00000347890	89.5
ENSP00000214869	94.6
ENSP00000325690	126.1
ENSP00000454071	96.5
ENSP00000222120	71
ENSP00000354414	83.3
ENSP00000305077	53.1
ENSP00000254321	82.7
ENSP00000447931	66.9
ENSP00000348419	72.5
ENSP00000293725	71.1
ENSP00000242804	65.1
ENSP00000380840	68.5
ENSP00000311521	72.6
ENSP00000342974	77.5
ENSP00000210060	89.9
ENSP00000407182	65.2
ENSP00000301522	71.3
ENSP00000221486	83
ENSP00000222219	81
ENSP00000320309	43.6
ENSP00000320866	69.8
ENSP00000467024	56.8
ENSP00000350352	82.8
ENSP00000292431	99.4
ENSP00000040663	58.8
ENSP00000465432	69.2
ENSP00000313601	93.4
ENSP00000309591	83.7
ENSP00000263382	74.8
ENSP00000242786	65.6
ENSP00000242776	52.3
ENSP00000340698	104.2
ENSP00000254322	87.7
ENSP00000215565	73.5
ENSP00000263377	61.3
ENSP00000269701	57.2
ENSP00000380557	58.8
ENSP00000321821	55.2
ENSP00000345230	53.4
ENSP00000300935	85.5
ENSP00000388996	77
ENSP00000439856	79.9
ENSP00000369131	70.6
ENSP00000253669	79.5
ENSP00000352928	74.2
ENSP00000324810	95.3
ENSP00000252603	69.3
ENSP00000252599	110.6
ENSP00000325313	118.3
ENSP00000222247	66.7
ENSP00000408730	57.9
ENSP00000222256	59.8
ENSP00000252818	121.3
ENSP00000469468	81
ENSP00000337746	85.1
ENSP00000262809	69.1
ENSP00000388107	41.4
ENSP00000262803	88.3
ENSP00000262812	52
ENSP00000337926	72.4
ENSP00000376148	66.5
ENSP00000332823	67.8
ENSP00000247001	65.2
ENSP00000351552	44.3
ENSP00000423673	82
ENSP00000340514	67.2
ENSP00000393835	71.9
ENSP00000468720	53.5
ENSP00000342002	31.8
ENSP00000380351	57.2
ENSP00000410466	55.8
ENSP00000335042	42.3
ENSP00000395733	61.2
ENSP00000469958	57.1
ENSP00000461425	31.2
ENSP00000329793	65
ENSP00000261560	68.2
ENSP00000308578	56.1
ENSP00000349401	59.7
ENSP00000376110	62.3
ENSP00000351280	58.4
ENSP00000351042	64.3
ENSP00000347045	68.2
ENSP00000380315	66.1
ENSP00000470209	61.7
ENSP00000380310	57.4
ENSP00000469582	64.8
ENSP00000350418	62.6
ENSP00000413660	49
ENSP00000380293	15.4
ENSP00000471593	53.4
ENSP00000413411	66.3
ENSP00000300619	66.7
ENSP00000352836	60.8
ENSP00000384000	60.6
ENSP00000317125	64.9
ENSP00000349494	66.2
ENSP00000306397	101.1
ENSP00000347730	57.5
ENSP00000466214	92.9
ENSP00000244137	61
ENSP00000413964	66
ENSP00000405573	66.2
ENSP00000246535	78.3
ENSP00000246548	106.6
ENSP00000420727	57.6
ENSP00000303889	64.2
ENSP00000354575	72.5
ENSP00000262633	91.9
ENSP00000246554	57.5
ENSP00000472696	43.5
ENSP00000292879	46.7
ENSP00000384792	65.1
ENSP00000221859	84
ENSP00000221855	101.2
ENSP00000246533	100.8
ENSP00000306869	60
ENSP00000392095	44.2
ENSP00000270001	57.3
ENSP00000431265	53
ENSP00000376010	54.1
ENSP00000429803	45.9
ENSP00000465578	56.9
ENSP00000467931	48
ENSP00000464976	55.4
ENSP00000349161	60.8
ENSP00000431202	39.4
ENSP00000429266	55.7
ENSP00000334685	63.2
ENSP00000338770	52.6
ENSP00000433773	63.9
ENSP00000340132	54.1
ENSP00000390179	91.9
ENSP00000325018	49.6
ENSP00000331540	65.4
ENSP00000324598	58.1
ENSP00000333660	58.2
ENSP00000343581	45.4
ENSP00000351391	30.7
ENSP00000347338	64.7
ENSP00000222345	93.8
ENSP00000343435	69.2
ENSP00000248342	62.2
ENSP00000252699	74.3
ENSP00000221418	74.5
ENSP00000470059	23.2
ENSP00000221419	104.1
ENSP00000312988	68.1
ENSP00000472847	49.5
ENSP00000472465	31.5
ENSP00000292852	92.9
ENSP00000351049	81.7
ENSP00000221265	89.9
ENSP00000251453	60.1
ENSP00000404029	68.2
ENSP00000312789	97.7
ENSP00000221801	98.9
ENSP00000157812	81.3
ENSP00000339823	43.1
ENSP00000391641	52.3
ENSP00000400997	57.3
ENSP00000375892	73.3
ENSP00000243563	35
ENSP00000375863	97.8
ENSP00000443246	77.6
ENSP00000269980	93.9
ENSP00000470004	58.2
ENSP00000337261	53.2
ENSP00000302397	76.7
ENSP00000351939	83.1
ENSP00000262890	94.7
ENSP00000262887	59.2
ENSP00000270066	86.1
ENSP00000327314	41.1
ENSP00000466051	25.4
ENSP00000269973	63.2
ENSP00000411032	58.3
ENSP00000337368	68.4
ENSP00000400878	66.2
ENSP00000336719	62.7
ENSP00000321049	59.5
ENSP00000291182	77.3
ENSP00000375820	73.9
ENSP00000402060	101.9
ENSP00000252483	37.2
ENSP00000252487	121.7
ENSP00000336994	90
ENSP00000393840	86.7
ENSP00000221476	51
ENSP00000375809	67
ENSP00000310966	71
ENSP00000245932	83.3
ENSP00000342374	62.5
ENSP00000245934	71.3
ENSP00000325402	97.2
ENSP00000012443	99
ENSP00000392262	83.2
ENSP00000291295	81.5
ENSP00000375777	127.7
ENSP00000444408	85.5
ENSP00000263270	78.6
ENSP00000385720	24.4
ENSP00000253048	46.6
ENSP00000270225	64.7
ENSP00000221922	70.8
ENSP00000263354	87.1
ENSP00000329471	59.3
ENSP00000408236	96.2
ENSP00000447001	72.9
ENSP00000245222	72.1
ENSP00000322991	42.4
ENSP00000293288	45.4
ENSP00000366525	50.1
ENSP00000317904	71.1
ENSP00000473172	70
ENSP00000472998	54.9
ENSP00000262265	77.1
ENSP00000293350	86
ENSP00000375730	76.1
ENSP00000270625	53.9
ENSP00000353769	82.5
ENSP00000406162	35.3
ENSP00000351926	27.6
ENSP00000323511	114.8
ENSP00000221543	77.5
ENSP00000305503	62.4
ENSP00000262269	59.8
ENSP00000406046	69.6
ENSP00000346173	42.6
ENSP00000262259	57
ENSP00000365906	48.3
ENSP00000270649	48.6
ENSP00000374185	52
ENSP00000471000	51.2
ENSP00000325038	32.9
ENSP00000324804	51.1
ENSP00000409652	45.3
ENSP00000417424	50.2
ENSP00000324441	57.3
ENSP00000406318	36.3
ENSP00000353652	51
ENSP00000327538	38.5
ENSP00000459216	59.3
ENSP00000352846	58.7
ENSP00000301093	48.3
ENSP00000301096	45.4
ENSP00000322427	72.7
ENSP00000344791	55.2
ENSP00000397693	58.6
ENSP00000470381	60.3
ENSP00000375660	52
ENSP00000350295	56.6
ENSP00000406201	56
ENSP00000243643	54.3
ENSP00000405218	61.4
ENSP00000379702	56.9
ENSP00000334394	47.57
ENSP00000388311	54
ENSP00000379689	62.6
ENSP00000379684	59.6
ENSP00000253144	59.6
ENSP00000337222	67.8
ENSP00000263431	75.7
ENSP00000398290	60.4
ENSP00000324122	52.5
ENSP00000221232	69.1
ENSP00000245615	95.3
ENSP00000302896	70.6
ENSP00000318374	67.9
ENSP00000391121	95.3
ENSP00000307863	50.1
ENSP00000406209	66.4
ENSP00000301310	58.8
ENSP00000291598	62.7
ENSP00000309161	52.5
ENSP00000301318	92
ENSP00000333223	61
ENSP00000269834	49.9
ENSP00000263095	92.1
ENSP00000353491	78.2
ENSP00000322545	84.1
ENSP00000333980	76.8
ENSP00000422344	31.1
ENSP00000343617	85.2
ENSP00000441410	38.5
ENSP00000269829	50.9
ENSP00000332433	80.9
ENSP00000196551	51.1
ENSP00000253024	113
ENSP00000310440	71.9
ENSP00000253023	99.6
ENSP00000347646	117.3
ENSP00000217244	51
ENSP00000327704	79.6
ENSP00000371297	86
ENSP00000342935	38.7
ENSP00000371138	52.1
ENSP00000418529	92.4
ENSP00000370589	97
ENSP00000370223	50.9
ENSP00000369756	44.7
ENSP00000369682	105.4
ENSP00000217195	88.6
ENSP00000401980	57.5
ENSP00000313377	37.5
ENSP00000368752	81
ENSP00000368438	70.3
ENSP00000419879	87.5
ENSP00000217289	65.3
ENSP00000202816	48.7
ENSP00000246071	41.3
ENSP00000246069	57.5
ENSP00000354045	69.2
ENSP00000366939	47.7
ENSP00000262544	75.1
ENSP00000366672	89.3
ENSP00000366557	31.2
ENSP00000202677	34.2
ENSP00000366396	58.5
ENSP00000254998	72
ENSP00000366225	90.7
ENSP00000316924	107.6
ENSP00000216962	86.1
ENSP00000302441	84
ENSP00000381237	83.1
ENSP00000302564	48.8
ENSP00000300403	36.5
ENSP00000365012	93.9
ENSP00000381104	68.6
ENSP00000364721	64.8
ENSP00000217402	106.4
ENSP00000246194	53.6
ENSP00000364119	63.5
ENSP00000217426	63.7
ENSP00000363998	50.1
ENSP00000349679	43.4
ENSP00000253382	64.5
ENSP00000363559	87.2
ENSP00000349970	71
ENSP00000317257	56.9
ENSP00000363205	86
ENSP00000338293	77.5
ENSP00000253363	25.9
ENSP00000337168	87.7
ENSP00000313674	67.6
ENSP00000345292	46.3
ENSP00000237536	113.8
ENSP00000262878	69.5
ENSP00000237530	82.1
ENSP00000355050	78
ENSP00000243903	70.4
ENSP00000217429	57.9
ENSP00000354522	53
ENSP00000244007	97.3
ENSP00000244020	69.2
ENSP00000361965	71.4
ENSP00000300161	71.5
ENSP00000217073	32
ENSP00000361562	80.6
ENSP00000361486	73.5
ENSP00000290231	69.4
ENSP00000262982	56.8
ENSP00000360922	39.8
ENSP00000244061	80.8
ENSP00000450635	33.4
ENSP00000340305	58.6
ENSP00000344166	49.2
ENSP00000360683	75.2
ENSP00000342905	37.7
ENSP00000360644	38.8
ENSP00000342481	108.1
ENSP00000360473	64.6
ENSP00000217109	63.3
ENSP00000360286	64.6
ENSP00000348538	104.2
ENSP00000244040	86
ENSP00000360183	61.5
ENSP00000457522	61.5
ENSP00000360141	57.3
ENSP00000342300	46.7
ENSP00000217131	109.7
ENSP00000360035	101.6
ENSP00000252996	36.8
ENSP00000279068	91.3
ENSP00000359910	104.4
ENSP00000253003	96.5
ENSP00000345957	51.7
ENSP00000290291	51.5
ENSP00000266070	49.1
ENSP00000266069	64.4
ENSP00000359364	82.1
ENSP00000314615	56.2
ENSP00000217182	65.7
ENSP00000332013	105
ENSP00000217121	58.6
ENSP00000354111	81.8
ENSP00000217130	75.9
ENSP00000266079	62.2
ENSP00000343515	89.5
ENSP00000284878	80
ENSP00000305682	50.6
ENSP00000389649	61
ENSP00000346886	44.3
ENSP00000334808	43.4
ENSP00000286788	73.9
ENSP00000270142	73.3
ENSP00000286835	70.1
ENSP00000409667	44
ENSP00000397773	59.9
ENSP00000371236	57.9
ENSP00000348984	60.1
ENSP00000382250	68.2
ENSP00000320768	127.2
ENSP00000290332	51.9
ENSP00000290349	90.9
ENSP00000382104	37.8
ENSP00000383333	54.5
ENSP00000381932	47.8
ENSP00000329915	89.5
ENSP00000330753	85.6
ENSP00000370125	74.9
ENSP00000381599	50.4
ENSP00000308759	46.9
ENSP00000344648	51.3
ENSP00000346196	71.5
ENSP00000344460	82.1
ENSP00000291552	79.2
ENSP00000339145	109.8
ENSP00000291565	109.7
ENSP00000291568	62.4
ENSP00000417464	101.7
ENSP00000291572	81.3
ENSP00000291576	74.7
ENSP00000291577	75.6
ENSP00000269848	77.6
ENSP00000338348	80.8
ENSP00000330343	86.2
ENSP00000291634	75.5
ENSP00000339613	64
ENSP00000383168	52.2
ENSP00000300527	95.1
ENSP00000348762	85.5
ENSP00000291688	41.9
ENSP00000253413	48.1
ENSP00000318883	57.2
ENSP00000318822	84.8
ENSP00000333326	73.3
ENSP00000215882	94.7
ENSP00000263202	80.3
ENSP00000383365	115.4
ENSP00000354511	85.1
ENSP00000349098	63.4
ENSP00000263205	65.1
ENSP00000215730	94.9
ENSP00000344259	71.7
ENSP00000248958	100.7
ENSP00000215832	106.9
ENSP00000263212	80.5
ENSP00000263121	71.2
ENSP00000215754	77.1
ENSP00000325785	43.1
ENSP00000351480	43.1
ENSP00000383892	50.5
ENSP00000334738	59.7
ENSP00000216027	75
ENSP00000249064	119.8
ENSP00000400142	31.2
ENSP00000350199	54.7
ENSP00000216121	119.2
ENSP00000344241	54.9
ENSP00000332887	46.1
ENSP00000305502	81.2
ENSP00000215793	74.9
ENSP00000346725	79.7
ENSP00000215862	55.3
ENSP00000329715	70.8
ENSP00000248975	88.4
ENSP00000216038	64.1
ENSP00000216122	74.4
ENSP00000413035	52.8
ENSP00000216181	72.5
ENSP00000216185	75.1
ENSP00000216190	67.9
ENSP00000249042	96.4
ENSP00000249014	90.6
ENSP00000350018	93.6
ENSP00000215909	74.3
ENSP00000344504	70.4
ENSP00000371110	88.9
ENSP00000416892	85.7
ENSP00000215957	118.8
ENSP00000349465	54.2
ENSP00000380033	88
ENSP00000216044	85.7
ENSP00000385616	91.5
ENSP00000355340	38.9
ENSP00000346001	82.4
ENSP00000333948	103.7
ENSP00000401946	33.6
ENSP00000216194	54.8
ENSP00000216218	72.5
ENSP00000307197	43.2
ENSP00000263253	74.3
ENSP00000348577	74.5
ENSP00000216252	53.5
ENSP00000216254	40.5
ENSP00000352257	37.3
ENSP00000215956	60.1
ENSP00000255784	66.4
ENSP00000379680	69.2
ENSP00000418842	81.4
ENSP00000352463	58.5
ENSP00000321449	42.9
ENSP00000252115	90.2
ENSP00000354468	19.9
ENSP00000263246	51.2
ENSP00000290429	76.6
ENSP00000216129	96.3
ENSP00000345445	69.4
ENSP00000345895	61.8
ENSP00000252934	69.6
ENSP00000216267	52.1
ENSP00000248846	84.5
ENSP00000352288	83.6
ENSP00000316598	70.3
ENSP00000370808	72.9
ENSP00000324827	96.9
ENSP00000370588	89.3
ENSP00000217964	70.7
ENSP00000326579	68.7
ENSP00000338967	78.6
ENSP00000381504	71.3
ENSP00000370007	58.3
ENSP00000420127	45.1
ENSP00000392495	52.9
ENSP00000303015	34.5
ENSP00000352222	70.4
ENSP00000369500	95.3
ENSP00000369424	103.5
ENSP00000251900	59.7
ENSP00000369134	80.6
ENSP00000368927	52.2
ENSP00000368884	87.2
ENSP00000385746	68.8
ENSP00000368646	101.6
ENSP00000368528	69.8
ENSP00000332791	73.6
ENSP00000253039	64.5
ENSP00000304985	41.1
ENSP00000387536	35.9
ENSP00000368439	53.9
ENSP00000368349	33.3
ENSP00000368273	75.8
ENSP00000354923	34.9
ENSP00000367841	80.4
ENSP00000338706	73.1
ENSP00000367705	61.7
ENSP00000367697	70.6
ENSP00000323720	105.5
ENSP00000316357	48.4
ENSP00000382840	76.4
ENSP00000367408	40.8
ENSP00000340684	69.4
ENSP00000367309	70.5
ENSP00000429148	61.8
ENSP00000330320	72.4
ENSP00000218340	80.5
ENSP00000366829	75.9
ENSP00000338413	85.7
ENSP00000218348	60.9
ENSP00000365946	44.8
ENSP00000334061	62.4
ENSP00000379999	90.1
ENSP00000156084	81
ENSP00000348848	37.1
ENSP00000365505	64.2
ENSP00000348831	84.8
ENSP00000365160	82.9
ENSP00000341247	80.4
ENSP00000364847	90.6
ENSP00000364591	83.5
ENSP00000364550	74.6
ENSP00000323421	68.7
ENSP00000168216	51.4
ENSP00000262854	54.1
ENSP00000350676	60.6
ENSP00000364293	54.2
ENSP00000218439	66
ENSP00000417303	56.2
ENSP00000345195	76.9
ENSP00000363944	49.1
ENSP00000353408	53.2
ENSP00000348784	66.5
ENSP00000363524	58.7
ENSP00000322845	54.4
ENSP00000276079	50.2
ENSP00000276072	39.8
ENSP00000362824	58.7
ENSP00000362773	40.6
ENSP00000334675	52.2
ENSP00000362744	65.8
ENSP00000362674	65.5
ENSP00000345633	79.5
ENSP00000362456	83.1
ENSP00000362441	53.1
ENSP00000354649	65.8
ENSP00000362413	61.5
ENSP00000362372	70.1
ENSP00000350848	55.6
ENSP00000362308	51.4
ENSP00000262752	32.6
ENSP00000276123	53.5
ENSP00000321348	83.1
ENSP00000362111	70.7
ENSP00000263033	56.1
ENSP00000362063	37.6
ENSP00000362026	77.1
ENSP00000361993	80.1
ENSP00000361927	56.8
ENSP00000340672	77
ENSP00000332359	58.2
ENSP00000415564	52.6
ENSP00000353643	44.2
ENSP00000361628	68.7
ENSP00000361512	67.3
ENSP00000217958	65.6
ENSP00000361202	42.8
ENSP00000339787	30.7
ENSP00000353864	33.3
ENSP00000378260	53.2
ENSP00000325091	39.2
ENSP00000417451	32.4
ENSP00000348163	58.4
ENSP00000254029	76.9
ENSP00000276202	72.7
ENSP00000217971	80.6
ENSP00000360671	74
ENSP00000360613	63.2
ENSP00000442308	58.7
ENSP00000341524	78
ENSP00000355315	34.2
ENSP00000276201	74.8
ENSP00000384109	52.6
ENSP00000304364	65.3
ENSP00000327589	83.3
ENSP00000245838	34.3
ENSP00000347858	49.3
ENSP00000218089	33.9
ENSP00000360163	71.8
ENSP00000360154	87.4
ENSP00000377944	31.4
ENSP00000287295	77.5
ENSP00000360017	33.5
ENSP00000339090	51.5
ENSP00000377867	67.6
ENSP00000329097	47.1
ENSP00000298556	65.8
ENSP00000359802	65
ENSP00000339585	55.4
ENSP00000071281	49.6
ENSP00000218364	58.2
ENSP00000359645	50.9
ENSP00000332756	60.7
ENSP00000359506	79.8
ENSP00000359393	67
ENSP00000359297	48.7
ENSP00000263519	87.4
ENSP00000392330	93.1
ENSP00000359119	74.7
ENSP00000217901	86.1
ENSP00000417763	61.6
ENSP00000309555	89.4
ENSP00000358997	111.6
ENSP00000358866	85.4
ENSP00000358857	68
ENSP00000341730	49.5
ENSP00000394071	88.5
ENSP00000349923	93.6
ENSP00000377192	102.2
ENSP00000358563	59.5
ENSP00000358547	74.2
ENSP00000358510	88.4
ENSP00000358474	43.9
ENSP00000358466	85.5
ENSP00000262640	66.9
ENSP00000316598	70.3
ENSP00000370808	72.9
ENSP00000324827	96.9
ENSP00000370588	89.3
ENSP00000250784	54.2
ENSP00000328879	62.3
ENSP00000342812	46.1
ENSP00000336725	66
ENSP00000444293	68
ENSP00000354722	43
ENSP00000262640	66.9
ENSP00000354982	19.4
